SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR,HAS_FRAGMENTS,HAS_BAD_NITROGEN,MOL_WT,HAS_SULFONYL_HALIDE,HAS_ACID_HALIDES,INCHI,INCHI_KEY,CID,VENDORS,Combi-Blocks_link,Sigma-Aldrich_link,TCI (Tokyo Chemical Industry)_link,Thermo Fisher Scientific_link,"VWR, Part of Avantor_link",Ambeed_link,Name,Etot (Eh),C6AA_DISPERSION,C8AA_DISPERSION,Molecular Polarizability,Dipole from Density,HOMO/LUMO Gap (eV),Repulsion Energy (Eh),Isotropic ES (Eh),AnisotropicES (Eh),AnisotropicXC (Eh),Dispersion Energy (Eh),HOMO Energy (Eh),LUMO Energy (Eh),NFOD,Molecular Dipole,HAS_5MEMBERED_HETEROCYCLE_OR_QUINOLINE,HAS_PYRADINONE,RDMOL,ORTHO_C_1,PYR_N,ORTHO_C_2,META_C_2,PARA_C,META_C_1,N_TO_PARA_STERIMOL_L,N_TO_PARA_STERIMOL_B1,N_TO_PARA_STERIMOL_B5,FRACTION_VBUR_N_3.5,FRACTION_VBUR_PARA_C_3.5
OCCC#Cc1cccnc1,0.8155,1,2,2,33.12,20,42.8178,TRUE,FALSE,FALSE,FALSE,147.177,FALSE,FALSE,"InChI=1S/C9H9NO/c11-7-2-1-4-9-5-3-6-10-8-9/h3,5-6,8,11H,2,7H2",GTWACVFJDRATJU-UHFFFAOYSA-N,10582917,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QN-2769,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/138487-20-4.html,GTWACVFJDRATJU-UHFFFAOYSA-N,-30.76824171,4858.069427,116933.8285,109.130404,0.231,3.063285022,0.464162254,0.031584503,0.004390805,0.020286665,-0.014729542,-0.368862,-0.2562883,0.1578,0.992,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x16903be60>,8,9,10,5,6,7,7.660165615,1.771953666,8.009468887,0.419399925,0.469477963
CC(C)C(=O)Nc1ccncc1,1.6761,1,2,4,41.99,24,47.7047,TRUE,FALSE,FALSE,FALSE,164.208,FALSE,FALSE,"InChI=1S/C9H12N2O/c1-7(2)9(12)11-8-3-5-10-6-4-8/h3-7H,1-2H3,(H,10,11,12)",BNOUGIGHMIEBQV-UHFFFAOYSA-N,4284166,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HA-6507,NONE,NONE,NONE,NONE,NONE,BNOUGIGHMIEBQV-UHFFFAOYSA-N,-35.31440214,6061.570687,139431.2317,120.518708,4.402,3.091986176,0.477994088,0.043137362,0.005682953,0.020037225,-0.01942933,-0.369605,-0.2559766,0.1436,4.85,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x16909cc80>,8,9,10,11,6,7,10.00872688,1.95477625,3.650182602,0.415550457,0.592858973
COC(=O)c1ccncc1C(=O)OC,0.6548,0,5,4,65.49,23,46.916,TRUE,FALSE,FALSE,FALSE,195.174,FALSE,FALSE,"InChI=1S/C9H9NO4/c1-13-8(11)6-3-4-10-5-7(6)9(12)14-2/h3-5H,1-2H3",AUQUSBAFIHOGHK-UHFFFAOYSA-N,596231,"['Ambeed', 'Sigma-Aldrich', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?YC-0372,https://www.sigmaaldrich.com/catalog/product/aldrich/s877247,NONE,NONE,NONE,https://www.ambeed.com/products/1796-83-4.html,AUQUSBAFIHOGHK-UHFFFAOYSA-N,-43.05404539,6427.50846,149995.1716,122.93113,2.835,2.583065168,0.456863461,0.09114765,-0.001749782,0.011200308,-0.020178283,-0.3921599,-0.297234,0.2476,3.037,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1690a5fc0>,6,7,8,9,4,5,8.232608549,2.210725514,6.640405462,0.423365868,0.674495667
Clc1cccc(N2CCNCC2)n1,1.1446,1,3,1,28.16,25,54.3297,TRUE,FALSE,FALSE,FALSE,197.669,FALSE,FALSE,"InChI=1S/C9H12ClN3/c10-8-2-1-3-9(12-8)13-6-4-11-5-7-13/h1-3,11H,4-7H2",KQFRTJUIRPBBAB-UHFFFAOYSA-N,3024499,"['Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?QB-5939,https://www.sigmaaldrich.com/catalog/product/aldrich/cds014818?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE,KQFRTJUIRPBBAB-UHFFFAOYSA-N,-38.72672668,7729.864188,192640.6941,135.610693,3.737,3.28220808,0.466727194,0.026905966,0.005622003,0.023973226,-0.023776964,-0.3593968,-0.2387779,0.139,4.325,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x164995d20>,1,12,5,4,3,2,5.33893699,2.110689681,6.721835989,0.591979594,0.422835911
CN1CCN(c2ccncc2N)CC1,0.4156,1,4,3,45.39,30,58.3594,TRUE,FALSE,FALSE,FALSE,192.266,FALSE,FALSE,"InChI=1S/C10H16N4/c1-13-4-6-14(7-5-13)10-2-3-12-8-9(10)11/h2-3,8H,4-7,11H2,1H3",UAJACUSQLFALEQ-UHFFFAOYSA-N,203473,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/14549-59-8.html,UAJACUSQLFALEQ-UHFFFAOYSA-N,-41.26565494,8817.346272,197465.2997,144.331276,4.131,3.386711935,0.561116893,0.027769174,0.012292442,0.030090925,-0.028530227,-0.341676,-0.2172166,0.1385,4.95,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649bc9e0>,7,8,9,10,5,6,10.36665228,2.109423654,4.319033886,0.415666931,0.674973211
C=CCNC(=O)c1ccc(Cl)nc1,1.6508,1,2,3,41.99,22,51.7772,TRUE,FALSE,FALSE,FALSE,196.637,FALSE,FALSE,"InChI=1S/C9H9ClN2O/c1-2-5-11-9(13)7-3-4-8(10)12-6-7/h2-4,6H,1,5H2,(H,11,13)",DQCBAARVIMURGR-UHFFFAOYSA-N,24708361,"['Sigma-Aldrich', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?JD-8651,https://www.sigmaaldrich.com/catalog/product/aldrich/eme00417?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE,DQCBAARVIMURGR-UHFFFAOYSA-N,-38.29757298,7088.77762,183249.0026,132.197649,2.39,3.099764332,0.489094881,0.048539136,0.002713722,0.020511948,-0.019449125,-0.39476,-0.2808458,0.1956,3.153,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169029b60>,9,11,12,6,7,8,5.870807019,1.888177303,8.777173724,0.487799338,0.496488306
CCCCOc1cccc(B(O)O)n1,-0.0597,2,4,8,62.58,28,54.4656,TRUE,FALSE,FALSE,FALSE,195.027,FALSE,FALSE,"InChI=1S/C9H14BNO3/c1-2-3-7-14-9-6-4-5-8(11-9)10(12)13/h4-6,12-13H,2-3,7H2,1H3",YVISGPNIEKICNV-UHFFFAOYSA-N,75485707,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?BB-0037,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/2377607-55-9.html,YVISGPNIEKICNV-UHFFFAOYSA-N,-42.85528163,7772.410576,179423.2082,135.212808,2.838,3.138698014,0.477694965,0.099652485,0.007106272,0.015201795,-0.020890338,-0.3712926,-0.2559476,0.1332,2.747,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169064820>,5,13,9,8,7,6,5.344559034,1.965598618,6.774872713,0.631243012,0.419487281
CC(C)=NNc1cc(C(=O)O)ccn1,1.5875,2,5,5,74.58,25,53.602,TRUE,FALSE,FALSE,FALSE,193.206,FALSE,FALSE,"InChI=1S/C9H11N3O2/c1-6(2)11-12-8-5-7(9(13)14)3-4-10-8/h3-5H,1-2H3,(H,10,12)(H,13,14)",LFMMLZUHQYAYHI-UHFFFAOYSA-N,84820097,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QP-3675,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1620569-20-1.html,LFMMLZUHQYAYHI-UHFFFAOYSA-N,-41.7709825,7239.647037,167936.3668,131.535317,4.327,2.49194434,0.509300832,0.065932886,0.005031084,0.022812234,-0.020761165,-0.3716154,-0.2800381,0.3432,5.784,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169044a50>,5,13,12,11,7,6,7.28275174,1.765959017,6.619883064,0.501985883,0.608612095
COC(=O)c1cnc(OC)c(O)c1,0.5824,1,5,5,68.65,22,43.7933,TRUE,FALSE,FALSE,FALSE,183.163,FALSE,FALSE,"InChI=1S/C8H9NO4/c1-12-7-6(10)3-5(4-9-7)8(11)13-2/h3-4,10H,1-2H3",RLHNCRFEGUYTPO-UHFFFAOYSA-N,22145686,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?QP-7677,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/166742-16-1.html,RLHNCRFEGUYTPO-UHFFFAOYSA-N,-40.92420683,5578.920186,128824.6901,114.0207,3.477,3.167101126,0.411110626,0.082958966,-0.001493786,0.007189725,-0.017701733,-0.3911944,-0.2748056,0.1586,3.68,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1646b9d20>,5,6,7,10,12,4,5.921379749,1.973397781,6.654575272,0.523970369,0.529613539
Cc1cccnc1N1CCN(C)CC1,1.14182,0,3,3,19.37,31,58.684,TRUE,FALSE,FALSE,FALSE,191.278,FALSE,FALSE,"InChI=1S/C11H17N3/c1-10-4-3-5-12-11(10)14-8-6-13(2)7-9-14/h3-5H,6-9H2,1-2H3",ZXHBYUGQYALQNM-UHFFFAOYSA-N,46739573,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?PY-8023,https://www.sigmaaldrich.com/catalog/product/aldrich/cds025133?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,https://www.ambeed.com/products/1187386-43-1.html,ZXHBYUGQYALQNM-UHFFFAOYSA-N,-41.00256077,9172.646385,205669.0864,147.013802,2.063,3.3179627,0.575272487,0.020046415,0.009237667,0.029624404,-0.02917052,-0.3440236,-0.2220907,0.1458,2.821,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649e4900>,4,5,6,1,2,3,5.329981967,1.965702002,7.657065807,0.536502982,0.47434658
CNC(C)c1ccccn1,1.362,1,2,4,24.92,22,41.7117,TRUE,FALSE,FALSE,FALSE,136.198,FALSE,FALSE,"InChI=1S/C8H12N2/c1-7(9-2)8-5-3-4-6-10-8/h3-7,9H,1-2H3",MJXPDBFDHSMVNS-UHFFFAOYSA-N,16773381,"['Ambeed', 'Combi-Blocks']",https://www.combi-blocks.com/cgi-bin/find.cgi?HA-9460,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/114366-07-3.html,MJXPDBFDHSMVNS-UHFFFAOYSA-N,-29.07435124,4773.330862,108342.2235,107.483893,2.174,3.133912644,0.440536285,0.016099808,0.007954994,0.024851898,-0.017546548,-0.3548207,-0.2396515,0.1625,2.336,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x16497a0a0>,4,9,8,7,6,5,5.346053629,2.029820813,6.434082651,0.502597372,0.422172009
COc1nccc(C)c1[N+](=O)[O-],1.30682,0,4,4,65.26,20,42.1804,TRUE,FALSE,FALSE,FALSE,168.152,FALSE,FALSE,"InChI=1S/C7H8N2O3/c1-5-3-4-8-7(12-2)6(5)9(10)11/h3-4H,1-2H3",BGHDKUHZYJCOQG-UHFFFAOYSA-N,10986645,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?OR-7715,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/160590-36-3.html,BGHDKUHZYJCOQG-UHFFFAOYSA-N,-37.024568,4765.007835,109813.3698,105.292025,4.54,2.574961251,0.373168899,0.071077014,0.004133472,0.007078536,-0.017155704,-0.4060949,-0.3114668,0.2681,5.293,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1646b98c0>,2,3,4,5,6,8,6.383718314,1.85243025,4.945236526,0.521367173,0.606806746
CC(C)NC(=O)c1cccnc1N,0.802,2,3,5,68.01,26,51.2516,TRUE,FALSE,FALSE,FALSE,179.223,FALSE,FALSE,"InChI=1S/C9H13N3O/c1-6(2)12-9(13)7-4-3-5-11-8(7)10/h3-6H,1-2H3,(H2,10,11)(H,12,13)",MHDZUNSQLCWGAE-UHFFFAOYSA-N,21551407,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?JP-9584,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/34757-95-4.html,MHDZUNSQLCWGAE-UHFFFAOYSA-N,-38.760623,7036.02279,160653.0137,129.539478,2.89,2.883457676,0.508122724,0.058303452,0.010027844,0.020009895,-0.02186218,-0.3644885,-0.2585234,0.2042,3.275,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169093c30>,9,10,11,6,7,8,8.188670509,1.941433088,6.325845995,0.46353196,0.497431746
COB(OC)c1ccccn1,0.0696,0,3,5,31.35,21,43.643,TRUE,FALSE,FALSE,FALSE,150.974,FALSE,FALSE,"InChI=1S/C7H10BNO2/c1-10-8(11-2)7-5-3-4-6-9-7/h3-6H,1-2H3",ITSIDKYMJQVPQQ-UHFFFAOYSA-N,2763164,"['Ambeed', 'VWR, Part of Avantor', 'VWR, Part of Avantor', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.combi-blocks.com/cgi-bin/find.cgi?BB-2372,https://www.sigmaaldrich.com/catalog/product/aldrich/syx00391?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,https://us.vwr.com/store/product/10066653/2-pyridineboronic-acid-dimethyl-ester-95,https://www.ambeed.com/products/136805-54-4.html,ITSIDKYMJQVPQQ-UHFFFAOYSA-N,-32.42069825,4781.854169,112128.1244,107.806177,2.013,2.832642168,0.395212183,0.069700198,0.005339501,0.015261457,-0.015773981,-0.3473496,-0.2432519,0.1771,2.657,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649f6260>,5,10,9,8,7,6,5.344750859,1.829082621,6.69107957,0.522584327,0.420017238
O=C(O)c1ccnc2c1CCC2,1.2685,1,3,1,50.19,21,43.2213,TRUE,FALSE,FALSE,FALSE,163.176,FALSE,FALSE,"InChI=1S/C9H9NO2/c11-9(12)7-4-5-10-8-3-1-2-6(7)8/h4-5H,1-3H2,(H,11,12)",JIEJHLKKHXGPAP-UHFFFAOYSA-N,55265065,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/953428-98-3.html,JIEJHLKKHXGPAP-UHFFFAOYSA-N,-34.93989737,5166.896927,122914.061,110.601821,2.476,2.508254434,0.440065164,0.057080055,0.000796255,0.013722944,-0.018932334,-0.3790153,-0.2868386,0.2444,3.12,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x16464fd80>,5,6,7,8,3,4,7.360039415,1.825341864,5.469647522,0.470706765,0.645732389
O=C1CCCCC1(O)c1cccnc1,1.4123,1,3,2,50.19,27,51.6088,TRUE,FALSE,FALSE,FALSE,191.23,FALSE,FALSE,"InChI=1S/C11H13NO2/c13-10-5-1-2-6-11(10,14)9-4-3-7-12-8-9/h3-4,7-8,14H,1-2,5-6H2",JXCDTKJBXRBNQN-UHFFFAOYSA-N,44890849,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/cds014937?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE,JXCDTKJBXRBNQN-UHFFFAOYSA-N,-41.2231852,7672.550933,178825.3721,134.01561,3.737,2.970145827,0.549646035,0.055246002,0.004452964,0.019229967,-0.0265955,-0.372753,-0.2636021,0.1932,4.282,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1646bbdf0>,11,12,13,8,9,10,6.089658308,2.1299662,7.566520881,0.433685473,0.531908079
O/N=C(\c1ccccc1)c1ccccn1,2.3082,1,3,3,45.48,25,58.1045,TRUE,FALSE,FALSE,FALSE,198.225,FALSE,FALSE,"InChI=1S/C12H10N2O/c15-14-12(10-6-2-1-3-7-10)11-8-4-5-9-13-11/h1-9,15H/b14-12+",RSJDEVMJZLLAHS-WYMLVPIESA-N,135408615,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/301884?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE,RSJDEVMJZLLAHS-WYMLVPIESA-N,-40.62435325,8636.389735,212106.3203,148.569817,1.82,2.569171235,0.66079192,0.027098769,0.004685609,0.032026151,-0.025649787,-0.3691436,-0.2747283,0.3155,1.932,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169093370>,9,14,13,12,11,10,5.344146879,1.81509195,8.213176923,0.516341316,0.429142984
Cc1cccc(-c2nnc(N)o2)n1,1.02222,1,5,3,77.83,21,46.6784,TRUE,FALSE,FALSE,FALSE,176.179,FALSE,FALSE,"InChI=1S/C8H8N4O/c1-5-3-2-4-6(10-5)7-11-12-8(9)13-7/h2-4H,1H3,(H2,9,12)",DKQVSXHRKAGNET-UHFFFAOYSA-N,20116426,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HF-7807,NONE,NONE,NONE,NONE,NONE,DKQVSXHRKAGNET-UHFFFAOYSA-N,-36.96503445,5865.93938,139026.1732,119.452183,5.089,2.597842042,0.465241552,0.04653978,0.010041241,0.026625643,-0.018319869,-0.3685038,-0.2730348,0.2747,5.098,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169087140>,1,12,5,4,3,2,5.344901961,1.75128512,7.435856554,0.563711331,0.420063828
O=C(c1ccc(C2CC2)nc1)C1CC1,2.5517,0,2,3,29.96,27,53.2665,TRUE,FALSE,FALSE,FALSE,187.242,FALSE,FALSE,"InChI=1S/C12H13NO/c14-12(9-3-4-9)10-5-6-11(13-7-10)8-1-2-8/h5-9H,1-4H2",UMMFAGRCUJKALS-UHFFFAOYSA-N,1482187,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HE-9440,NONE,NONE,NONE,NONE,NONE,UMMFAGRCUJKALS-UHFFFAOYSA-N,-39.25369554,7838.590903,185473.0158,135.718032,4.296,2.495667662,0.569985957,0.036231249,0.002748478,0.023416858,-0.023461188,-0.3723764,-0.2806623,0.2762,4.786,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1646b8820>,5,9,10,2,3,4,7.616445809,2.319622779,5.146946286,0.552005684,0.55393333
CN1CCOc2cc(CO)cnc21,0.4025,1,4,3,45.59,25,48.9248,TRUE,FALSE,FALSE,FALSE,180.207,FALSE,FALSE,"InChI=1S/C9H12N2O2/c1-11-2-3-13-8-4-7(6-12)5-10-9(8)11/h4-5,12H,2-3,6H2,1H3",PPBFQXGUORHMBA-UHFFFAOYSA-N,24229648,['Sigma-Aldrich'],NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/cds017218?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,NONE,PPBFQXGUORHMBA-UHFFFAOYSA-N,-39.38706379,6522.909357,148932.5486,123.41744,3.624,3.352088301,0.464289244,0.052155692,0.005165386,0.013816554,-0.022213442,-0.3538659,-0.2306789,0.1153,3.813,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x164964580>,10,11,12,5,6,7,5.929172735,2.309082092,5.488773862,0.522980339,0.541086237
Nc1ccc(NCc2ccccc2)nc1,2.2759,2,3,4,50.94,28,62.4181,TRUE,FALSE,FALSE,FALSE,199.257,FALSE,FALSE,"InChI=1S/C12H13N3/c13-11-6-7-12(15-9-11)14-8-10-4-2-1-3-5-10/h1-7,9H,8,13H2,(H,14,15)",RXIMIBAZIQKSFF-UHFFFAOYSA-N,3629459,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HE-2735,NONE,NONE,NONE,NONE,NONE,RXIMIBAZIQKSFF-UHFFFAOYSA-N,-41.07792165,9575.151198,229113.6228,155.764684,2.133,3.046586866,0.67418263,0.024119628,0.009719244,0.028507566,-0.025729954,-0.3377152,-0.2257552,0.2187,2.415,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1690468f0>,4,13,14,1,2,3,5.347498013,2.02415965,8.141813637,0.467183423,0.459170006
CON(C)C(=O)c1ccccn1,0.715,0,3,4,42.43,22,43.3395,TRUE,FALSE,FALSE,FALSE,166.18,FALSE,FALSE,"InChI=1S/C8H10N2O2/c1-10(12-2)8(11)7-5-3-4-6-9-7/h3-6H,1-2H3",JDRKBLOKFWKWKA-UHFFFAOYSA-N,11829796,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HB-3011,NONE,NONE,NONE,NONE,NONE,JDRKBLOKFWKWKA-UHFFFAOYSA-N,-36.15445324,5434.819233,125200.3774,113.984255,3.708,2.771188121,0.451272115,0.052595248,0.002864296,0.016544152,-0.018692609,-0.3760625,-0.2742232,0.2267,3.525,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1646b9bd0>,6,11,10,9,8,7,5.351780958,1.979542568,6.421517751,0.566710539,0.418409896
O=C(O)CCCc1ccncc1,1.4889,1,3,4,50.19,23,44.8108,TRUE,FALSE,FALSE,FALSE,165.192,FALSE,FALSE,"InChI=1S/C9H11NO2/c11-9(12)3-1-2-8-4-6-10-7-5-8/h4-7H,1-3H2,(H,11,12)",LTEOZJKVMBWJRT-UHFFFAOYSA-N,3159625,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?HA-6902,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/102878-73-9.html,LTEOZJKVMBWJRT-UHFFFAOYSA-N,-35.94062384,5666.175101,131487.6772,115.935462,1.518,3.300192215,0.469890769,0.056099679,0.001803365,0.01712658,-0.018777709,-0.3715692,-0.2502893,0.1278,1.736,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649877d0>,8,9,10,11,6,7,9.597546457,1.700490099,4.461787632,0.415730991,0.605152814
COC(=O)c1cc(OC)ncc1F,1.0159,0,4,4,48.42,21,42.0865,TRUE,FALSE,FALSE,FALSE,185.154,FALSE,FALSE,"InChI=1S/C8H8FNO3/c1-12-7-3-5(8(11)13-2)6(9)4-10-7/h3-4H,1-2H3",YILZFUOFJGGNCM-UHFFFAOYSA-N,46311256,"['Combi-Blocks', 'Ambeed']",https://www.combi-blocks.com/cgi-bin/find.cgi?QJ-3148,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1214346-01-6.html,YILZFUOFJGGNCM-UHFFFAOYSA-N,-41.07059806,5232.040928,121103.6953,110.096098,3.733,2.773448659,0.405085055,0.072647065,0.000168638,0.00479129,-0.017007604,-0.4005451,-0.2986228,0.212,4.076,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649a33e0>,6,9,10,11,4,5,8.296562513,1.83384879,4.32700218,0.519975307,0.638604174
CNCc1ccnc(C(F)(F)F)c1,1.8198,1,2,3,24.92,22,42.0027,TRUE,FALSE,FALSE,FALSE,190.168,FALSE,FALSE,"InChI=1S/C8H9F3N2/c1-12-5-6-2-3-13-7(4-6)8(9,10)11/h2-4,12H,5H2,1H3",MMRPRAIHDBXPHW-UHFFFAOYSA-N,10261913,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/165558-80-5.html,MMRPRAIHDBXPHW-UHFFFAOYSA-N,-41.75605466,5342.731534,121342.0472,111.03155,5.699,2.872843785,0.404296159,0.05566042,0.004458808,0.002508539,-0.018029499,-0.3837432,-0.2781682,0.2058,6.22,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1649946d0>,5,6,7,12,3,4,8.264554364,1.984301114,4.920672099,0.51713334,0.59379659
O=C(O)CCNCc1cccnc1,0.6459,2,4,5,62.22,25,48.1965,TRUE,FALSE,FALSE,FALSE,180.207,FALSE,FALSE,"InChI=1S/C9H12N2O2/c12-9(13)3-5-11-7-8-2-1-4-10-6-8/h1-2,4,6,11H,3,5,7H2,(H,12,13)",FWAMEGKRKNQPON-UHFFFAOYSA-N,16769694,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?HE-8318,NONE,NONE,NONE,NONE,NONE,FWAMEGKRKNQPON-UHFFFAOYSA-N,-39.35779434,6639.794998,152161.2294,125.324737,3.799,3.231803988,0.489529853,0.062460892,0.004600912,0.021832419,-0.020031036,-0.3674257,-0.2486591,0.1696,3.871,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x1690b4a50>,10,11,12,7,8,9,5.605717016,1.816661205,9.435642604,0.423156215,0.471062011
CCOC(=O)c1cncc(CCl)c1,1.9971,0,3,4,39.19,23,49.7505,TRUE,FALSE,FALSE,FALSE,199.637,FALSE,FALSE,"InChI=1S/C9H10ClNO2/c1-2-13-9(12)8-3-7(4-10)5-11-6-8/h3,5-6H,2,4H2,1H3",NYTDTJGQDNQIDV-UHFFFAOYSA-N,21471754,['Ambeed'],NONE,NONE,NONE,NONE,NONE,https://www.ambeed.com/products/1391986-90-5.html,NYTDTJGQDNQIDV-UHFFFAOYSA-N,-39.98540525,6957.428829,176722.2387,128.462073,1.845,2.685706506,0.446078831,0.055420343,-0.000180417,0.016668649,-0.020232156,-0.3888707,-0.2901728,0.2328,2.02,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x164997a00>,6,7,8,9,12,5,5.928923139,2.154652757,7.506311772,0.429253634,0.569441856
CCCCCCCCc1ccncc1,3.9846,0,1,8,12.89,35,61.317,TRUE,FALSE,FALSE,FALSE,191.318,FALSE,FALSE,"InChI=1S/C13H21N/c1-2-3-4-5-6-7-8-13-9-11-14-12-10-13/h9-12H,2-8H2,1H3",IJVGJECZAOTXGV-UHFFFAOYSA-N,459492,"['Sigma-Aldrich', 'Ambeed']",NONE,https://www.sigmaaldrich.com/catalog/product/aldrich/ph016090?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,NONE,NONE,NONE,https://www.ambeed.com/products/40089-91-6.html,IJVGJECZAOTXGV-UHFFFAOYSA-N,-41.47393495,10446.58682,232823.7776,156.45285,1.682,3.333484843,0.641664061,0.011346571,0.010743223,0.029643772,-0.027412621,-0.3640045,-0.2415011,0.1112,2.903,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169039a80>,10,11,12,13,8,9,13.70054263,1.700018945,6.17839537,0.415439806,0.602607855
CCCSc1ncccc1C(=O)O,2.2819,1,4,5,50.19,24,52.2113,TRUE,FALSE,FALSE,FALSE,197.259,FALSE,FALSE,"InChI=1S/C9H11NO2S/c1-2-6-13-8-7(9(11)12)4-3-5-10-8/h3-5H,2,6H2,1H3,(H,11,12)",CSMDLVRDBYKTAH-UHFFFAOYSA-N,2774526,['Combi-Blocks'],https://www.combi-blocks.com/cgi-bin/find.cgi?QF-6672,NONE,NONE,NONE,NONE,NONE,CSMDLVRDBYKTAH-UHFFFAOYSA-N,-39.18486567,7571.795286,198344.9771,135.828224,4.166,2.053665719,0.45237406,0.058557261,0.00227535,0.017693626,-0.023223283,-0.3657273,-0.2902565,0.4443,3.404,FALSE,FALSE,<rdkit.Chem.rdchem.Mol object at 0x169091380>,4,5,6,7,8,9,6.002226609,1.760964362,5.476979967,0.555895919,0.502760436
