Name,Etot (Eh),C6AA_DISPERSION,C8AA_DISPERSION,Molecular Polarizability,Dipole from Density,HOMO/LUMO Gap (eV),Repulsion Energy (Eh),Isotropic ES (Eh),AnisotropicES (Eh),AnisotropicXC (Eh),Dispersion Energy (Eh),HOMO Energy (Eh),LUMO Energy (Eh),NFOD,Molecular Dipole
VIWUDIPXIBTLLX-UHFFFAOYSA-N,-39.18906809,7798.545436,181556.335,136.269265,6.572,2.804535881,0.575618415,0.027458239,0.008990473,0.040211907,-0.02462486,-0.3718629,-0.2687981,0.2422,8.195
XGXXQNPWMCFKOV-UHFFFAOYSA-N,-35.94729127,5654.245483,131392.8928,115.804264,2.532,3.333581188,0.457345999,0.056317502,0.002600373,0.016482434,-0.018389845,-0.3683315,-0.2458246,0.1271,2.658
BRLNLMMLCNZBNP-UHFFFAOYSA-N,-35.93294793,5584.852947,128524.6995,114.378787,0.855,3.362290818,0.440107846,0.048248791,0.002709319,0.013251654,-0.018738407,-0.3703845,-0.2468226,0.1098,0.733
UVZREUINHSHHQE-UHFFFAOYSA-N,-32.35762822,6038.276092,146247.7627,123.777712,3.632,2.634888524,0.561005971,0.017606501,0.008146815,0.021809143,-0.020963396,-0.3551065,-0.2582762,0.2776,3.826
ADNXCHQUIPXULO-UHFFFAOYSA-N,-36.86059023,5053.565336,117556.492,109.18562,1.364,2.670638761,0.420621458,0.069386687,-0.001707574,0.010678167,-0.016506915,-0.3850235,-0.2868794,0.2066,1.923
ZUVLFPKGXLUIKG-UHFFFAOYSA-N,-36.65942267,7007.189804,183303.2999,132.072795,3.913,3.340692955,0.504953293,0.019177878,0.001474814,0.027218416,-0.020567506,-0.3915094,-0.2687412,0.1695,4.218
UBOQZJCKVLWPLH-UHFFFAOYSA-N,-35.11981396,6474.242613,159616.5966,127.88793,2.911,1.931083777,0.5910763,0.032074119,0.000835177,0.020742435,-0.021941396,-0.3747758,-0.3038098,0.5024,3.182
VQZONWZIMNWUQE-UHFFFAOYSA-N,-42.67628244,4732.939736,107947.4883,104.025335,4.014,3.526624409,0.381195307,0.072321962,0.004477694,-0.007481019,-0.015924145,-0.3738806,-0.2442795,0.0932,3.717
DNXREYUMWKSTJU-UHFFFAOYSA-N,-32.79141264,4527.683962,106439.636,104.050536,1.236,2.691789445,0.423093336,0.058486417,0.001361016,0.013367723,-0.0166201,-0.3768492,-0.2779278,0.2032,1.617
YBLUOPYUXMSESW-UHFFFAOYSA-N,-39.65532708,6435.969468,156492.0677,126.14115,7.673,2.136058922,0.531667307,0.067167388,0.004917051,0.012908419,-0.020988468,-0.3934939,-0.3149951,0.5136,9.667
NFVMGEILBACXIV-UHFFFAOYSA-N,-35.94439275,5665.653208,131214.7417,116.035435,1.336,3.340385087,0.462515829,0.052205044,0.000838933,0.016439937,-0.018253355,-0.3697867,-0.2470298,0.1197,1.276
DFZVZEMNPGABKO-ZETCQYMHSA-N,-36.19166029,5413.88851,125226.6687,113.555878,2.649,3.29739513,0.443068308,0.064877668,0.004984285,0.019295303,-0.019551018,-0.3659398,-0.2447627,0.1534,2.958
MIAFDYLZQGBCMZ-UHFFFAOYSA-N,-36.8427292,5060.596717,117573.177,109.293929,3.439,2.712397924,0.403461368,0.067181891,0.003810752,0.011118052,-0.016405339,-0.3799021,-0.2802233,0.2111,4.265
IXISTOSKMXRISV-UHFFFAOYSA-N,-39.99623019,6962.216698,176704.8574,128.44215,2.124,2.815684051,0.450120497,0.057545893,-0.002521541,0.013410442,-0.020275712,-0.388486,-0.2850115,0.2099,2.196
LYGPATUMODNSAM-ONEGZZNKSA-N,-41.49873907,7642.283627,178215.8348,136.104069,4.822,2.478913203,0.542093849,0.063579695,0.003314872,0.018889823,-0.02124515,-0.3743351,-0.2832367,0.2951,5.22
SRUVXLKXZKMMSC-UHFFFAOYSA-N,-37.64954554,8395.512842,203594.1156,146.371173,2.906,3.036601354,0.656776415,0.017435789,0.008327649,0.026510669,-0.025565667,-0.3569372,-0.2453442,0.1922,2.938
ZGAPRXSQJGVERK-UHFFFAOYSA-N,-37.39494895,7606.04373,194494.0675,134.840426,4.718,2.918292261,0.499308,0.021386738,0.005400449,0.034659123,-0.023744279,-0.3986231,-0.2913779,0.1968,5.631
YVFMNAOVVZQKLB-UHFFFAOYSA-N,-37.28865817,6542.953397,166105.8481,125.73721,5.396,2.997614712,0.422745741,0.068092496,-0.008470311,0.019854792,-0.02198433,-0.3874167,-0.2772564,0.2029,4.927
GGNGRAGVCHCGJK-UHFFFAOYSA-N,-41.21864941,4885.939544,113769.9725,105.928571,5.469,2.87361315,0.39375581,0.067626487,0.004246946,0.002500472,-0.015957402,-0.4157413,-0.3101379,0.1901,5.914
XWNWOOKEOAQUGP-UHFFFAOYSA-N,-38.64659245,6567.707757,168971.4432,125.4339,0.642,2.944469573,0.421029985,0.05176198,0.002,0.014792202,-0.02107109,-0.3708852,-0.2626779,0.1754,0.595
DGJMKWQNBHMMSY-UHFFFAOYSA-N,-36.99748123,4711.495797,109927.0723,105.132198,1.855,2.69174904,0.399408377,0.058665252,0.003312947,0.009182052,-0.015630982,-0.3968454,-0.2979254,0.2114,1.918
YMNAJWHTELQUJU-UHFFFAOYSA-N,-35.40214512,6206.982304,152778.9642,125.48556,5.271,2.379597012,0.564251856,0.046610129,0.004861256,0.019586821,-0.02070086,-0.3759745,-0.2885259,0.3276,5.189
BWMYVZPZPGAOPC-UHFFFAOYSA-N,-41.01148587,9092.539976,205169.1317,146.259125,3.238,3.480893845,0.593560714,0.029883209,0.009472274,0.02821464,-0.027653115,-0.3501206,-0.2222001,0.1238,3.222
XWMLEYINWKGSAC-UHFFFAOYSA-N,-36.22951694,5419.583294,125238.5036,113.649723,5.044,3.002950952,0.434649622,0.065014418,0.002570564,0.014612309,-0.018372701,-0.3692809,-0.2589245,0.196,5.736
BVTJOOAMABTPSD-UHFFFAOYSA-N,-42.11667521,6990.237833,162841.7754,127.539827,4.976,2.607275702,0.49325165,0.067087932,0.006785856,0.013981758,-0.020878062,-0.3768587,-0.2810431,0.2319,6.066
OUJMXIPHUCDRAS-UHFFFAOYSA-N,-32.88185126,5504.605911,125380.5607,114.297624,1.175,3.361223625,0.470271836,0.033831284,0.005423779,0.018474962,-0.019072222,-0.360628,-0.2371053,0.1055,1.214
DOKOUBYFAJTDEI-UHFFFAOYSA-N,-39.56388867,7985.530206,189061.9917,140.624113,2.633,2.805531744,0.600860837,0.022091289,0.008292923,0.025219767,-0.022965795,-0.3611618,-0.2580604,0.2554,2.687
KATIRQRAVXTBNY-UHFFFAOYSA-N,-35.71671811,6029.101218,150987.2413,123.746988,2.185,2.326303912,0.516315976,0.081981771,0.004541537,0.016614778,-0.020593673,-0.361853,-0.2763629,0.305,2.481
WZUAZSMUJJUHMM-UHFFFAOYSA-N,-40.03032149,6213.330251,143448.6005,120.64116,3.418,2.880122775,0.458028705,0.074346547,0.001963956,0.012006333,-0.018689472,-0.3875301,-0.2816875,0.1837,3.786
PNNUXNXZDJVGSB-UHFFFAOYSA-N,-32.98266111,5680.723174,138029.0122,119.735902,3.202,2.553918169,0.532627769,0.020956946,0.004725509,0.018155036,-0.019565483,-0.3660298,-0.2721751,0.2656,3.797
OMKRVWBXQHRWLA-UHFFFAOYSA-N,-43.17511655,7528.091393,171898.1454,132.569348,2.397,2.847451685,0.494282299,0.065596408,0.003988692,0.014461586,-0.023424788,-0.3746774,-0.2700354,0.1839,2.798
BDTNHFVPZQIZFD-UHFFFAOYSA-N,-36.05161099,6652.149959,157661.9148,128.626913,4.278,3.07971042,0.532968116,0.026612124,0.007889681,0.028826885,-0.021109738,-0.3629453,-0.249768,0.2161,4.105
MSOVIOVREUSBPC-UHFFFAOYSA-N,-38.55954611,7624.534661,186160.9891,139.345908,3.473,3.36630925,0.60383587,0.038424683,0.008133454,0.021302343,-0.023090593,-0.3584946,-0.234785,0.169,3.43
QJKGQDMQVRWUQO-UHFFFAOYSA-N,-33.22026629,6519.864844,188045.1528,127.43577,1.879,2.945464303,0.394895068,0.023917019,0.005128365,0.021139242,-0.019045846,-0.352779,-0.2445352,0.1834,1.479
HMUJIYFWDVBGMW-UHFFFAOYSA-N,-40.93322869,7811.427521,180623.851,135.918819,5.346,3.359236658,0.530400339,0.057479171,0.007496496,0.019967207,-0.026791341,-0.3671827,-0.243733,0.1263,5.337
JFSQCTGGZLCLFF-UHFFFAOYSA-N,-41.91644777,8285.499859,187525.8944,139.233025,2.166,3.043950192,0.540834333,0.048169286,0.009046988,0.021073887,-0.026095697,-0.333878,-0.2220148,0.1449,1.656
UFVLIVCXTIGACT-UHFFFAOYSA-N,-33.27445878,5388.106906,131601.8344,116.753707,3.897,2.788109718,0.514935454,0.038784921,0.00510158,0.01670857,-0.019099887,-0.3611801,-0.258719,0.2148,3.773
KESQFSZFUCZCEI-UHFFFAOYSA-N,-41.08219748,5275.568865,121021.1653,110.049662,5.971,2.529544705,0.378129062,0.094445761,0.004164043,0.004083713,-0.017440463,-0.4129148,-0.3199557,0.2994,7.845
UWPBZBGGTNNWDP-UHFFFAOYSA-N,-40.76997467,6722.791213,158404.3584,126.815166,3.911,2.646605118,0.503401021,0.058578174,0.003875991,0.021248365,-0.020737263,-0.3900312,-0.2927703,0.2487,4.084
AQIIVEISJBBUCR-UHFFFAOYSA-N,-40.53354151,10278.94288,246395.5648,160.780936,2.053,3.318967066,0.716401656,0.009195621,0.006424868,0.030476554,-0.028317423,-0.3666963,-0.2447265,0.1407,2.47
DSOLBHZRAGNEPO-UHFFFAOYSA-N,-34.91258519,5195.788321,122890.6117,111.08102,4.186,2.449767794,0.450066526,0.04250308,0.002966211,0.014168544,-0.01845429,-0.3824689,-0.2924416,0.2981,5.843
UIYJJRGPGYNXNE-UHFFFAOYSA-N,-36.19352399,6098.264425,156240.5555,121.217975,3.782,2.820247062,0.418220708,0.047585101,-0.000305845,0.016869787,-0.019249099,-0.3830258,-0.2793837,0.2398,4.063
UBHPSUKLWQYINO-UHFFFAOYSA-N,-42.55445216,7969.434097,181496.8416,136.850098,1.324,2.648736284,0.530476228,0.065670787,0.005673178,0.018030187,-0.026094341,-0.360629,-0.2632898,0.2352,1.582
NLMXNLJJYMMQIF-UHFFFAOYSA-N,-35.12129547,6476.872287,159625.1334,127.913869,3.722,2.316191636,0.593727474,0.032652114,0.001741324,0.021105348,-0.021115607,-0.377797,-0.2926785,0.3834,3.938
DGJHRTZAESSBHP-UHFFFAOYSA-N,-32.41802031,4648.538297,107824.0479,106.279994,5.548,3.098459929,0.415330434,0.05482768,0.005248857,0.017305574,-0.015864788,-0.3682827,-0.2544164,0.1837,5.406
CLCYLOJYUMTESR-UHFFFAOYSA-N,-32.23912921,5927.506706,133497.8956,119.210114,2.428,3.300230425,0.478584679,0.016392318,0.007474553,0.027170518,-0.018800453,-0.3622089,-0.2409277,0.1473,3.397
BFIIPOFZJLTWMH-UHFFFAOYSA-N,-42.27950265,8262.401641,188699.4888,139.18778,3.776,2.599979061,0.542454226,0.055037029,0.005034011,0.019870011,-0.024067858,-0.3700269,-0.2744794,0.2299,3.539
AISUEAAFEZCUCS-UHFFFAOYSA-N,-38.96148086,8374.300679,198517.3989,144.353058,4.076,2.711745078,0.636134365,0.029310535,0.011723774,0.023940218,-0.025825445,-0.3422144,-0.2425596,0.2584,3.956
DTUSJCJZQJAPGD-UHFFFAOYSA-N,-41.54791411,7395.335872,171568.3184,131.702038,1.478,2.713582033,0.520591007,0.065197099,0.0022439,0.016847125,-0.024339945,-0.3619683,-0.262246,0.2268,1.929
REXAHTHRDYOUDP-UHFFFAOYSA-N,-32.42880196,4637.389692,107924.8012,106.085271,2.328,2.888694873,0.414335768,0.057082384,0.009036718,0.0158399,-0.016856548,-0.3644387,-0.2582811,0.2073,2.576
DWLVOLHIRQSGOK-UHFFFAOYSA-N,-32.35998366,6041.346631,146286.2887,123.797545,1.745,2.616194347,0.570786367,0.018726974,0.007350049,0.021997494,-0.021549323,-0.3557906,-0.2596472,0.2609,2.214
JSJYKCPZTCZTII-UHFFFAOYSA-N,-36.85845082,5051.93796,117545.362,109.177216,1.456,3.012573015,0.41572935,0.071988388,0.001490222,0.009955679,-0.017970228,-0.3835905,-0.2728805,0.1564,1.548
GXZOXGRLLFZVGF-UHFFFAOYSA-N,-38.85559167,7199.897052,175020.463,134.561156,2.957,2.371079336,0.587499833,0.058421039,0.009095478,0.018753576,-0.023214345,-0.3653653,-0.2782297,0.3628,2.851
PXSAUQMYWOPFPU-UHFFFAOYSA-N,-37.78839334,6691.41164,165663.0349,129.986392,4.053,2.611516707,0.586433292,0.030520355,0.007379549,0.025297052,-0.022433068,-0.3693813,-0.2734098,0.2992,3.701
XKKKEZUQYZLTGG-UHFFFAOYSA-N,-34.05875172,4674.429296,105861.3139,105.308924,2.241,3.572358724,0.388481433,0.04666104,0.007178996,0.011674607,-0.016420764,-0.3530487,-0.2217669,0.0922,2.225
PBLGIWCJSDVGAL-UHFFFAOYSA-N,-35.10899487,6487.058532,159699.9529,128.020898,2.926,2.144651034,0.601308422,0.030900711,0.001665763,0.020490041,-0.022666275,-0.382228,-0.3034135,0.4355,3.342
LQJOLYZSAPOTEH-UHFFFAOYSA-N,-41.00973549,9139.097589,205556.0587,146.669879,2.111,3.396213558,0.601383744,0.024941287,0.010992494,0.02933335,-0.030831084,-0.3518938,-0.2270852,0.1308,2.799
HHBZKZJJYFMQJD-UHFFFAOYSA-N,-40.88217125,7811.301041,180422.3112,135.885561,2.812,3.415489683,0.53585842,0.055420741,0.007382969,0.021492833,-0.023114406,-0.3608846,-0.2353677,0.1453,2.781
GBHJULOPIKRXAE-UHFFFAOYSA-N,-31.86087914,5115.47686,119592.3812,110.98861,2.874,3.287767107,0.448533586,0.034768154,0.003873301,0.019834836,-0.018441963,-0.3752403,-0.2544171,0.1456,2.932
YGHZBEQIBIVNJQ-UHFFFAOYSA-N,-39.05822504,6782.280056,155698.8295,125.603026,2.993,3.324422856,0.493868524,0.046368444,0.005727044,0.016810384,-0.020783261,-0.3706367,-0.2484664,0.1153,3.147
WJHGJDGITRCZLH-UHFFFAOYSA-N,-39.19940668,7096.254481,173031.4548,132.998556,2.357,2.11584189,0.595177447,0.048995599,0.000907883,0.017426618,-0.022500187,-0.376446,-0.2986902,0.4039,2.029
PIMOKZUNAGGMDZ-UHFFFAOYSA-N,-35.93107287,5579.786549,128530.6517,114.342688,2.6,3.219218573,0.455807733,0.046979335,0.004703498,0.0141118,-0.020180073,-0.3695166,-0.2512124,0.1282,2.241
CKNDWLWHZWBDGR-UHFFFAOYSA-N,-35.01463939,6332.65152,146146.4769,123.002717,2.954,2.274863434,0.515515725,0.031158932,0.005558288,0.021098707,-0.022244592,-0.3821242,-0.2985245,0.332,4.671
COCFIBRMFPWUDW-UHFFFAOYSA-N,-32.36256715,6035.556859,146247.944,123.742325,3.654,2.764759368,0.574063109,0.019590299,0.007506007,0.02129083,-0.021007094,-0.3530197,-0.2514167,0.2206,3.732
ZNQODUXHYMFCDP-UHFFFAOYSA-N,-37.55572331,7987.416954,181290.242,137.294195,2.282,3.298616098,0.559649743,0.016518011,0.007273247,0.029474816,-0.024536072,-0.3617722,-0.2405503,0.1452,3.377
KQQOCTNNXMAEPD-UHFFFAOYSA-N,-37.6334506,5491.290438,130892.7143,115.066791,3.119,2.054352634,0.463267404,0.063252407,0.000113937,0.016595823,-0.018463903,-0.3798044,-0.3043084,0.4278,4.539
BZZPMCZQQJWNTB-UHFFFAOYSA-N,-34.88638694,5271.791994,125531.3812,112.737286,1.872,2.18310812,0.464425741,0.056012598,0.002234864,0.017742501,-0.017355898,-0.3878514,-0.3076236,0.3734,1.922
YQWOAHJDBWFKIT-UHFFFAOYSA-N,-31.21649422,5387.993846,124767.1132,113.503964,2.234,3.566816554,0.485772964,0.020958903,0.008408057,0.021593039,-0.020091292,-0.3553108,-0.2242327,0.096,2.516
VSUOHIJYKFLZLY-UHFFFAOYSA-N,-37.52926563,5506.876347,131683.9442,115.265975,5.094,2.225509619,0.459160716,0.063061912,0.006300748,0.01040499,-0.019938752,-0.3995298,-0.3177438,0.4437,6.486
ODUJZQAKPRYMHL-UHFFFAOYSA-N,-42.4460628,6777.639764,158507.5764,126.566348,4.164,2.686797534,0.486950394,0.090935904,0.00250696,0.013276041,-0.02116418,-0.3797506,-0.2810126,0.2386,4.409
VMEDORXRXKSRNC-UHFFFAOYSA-N,-33.2624199,5381.953813,131416.4739,116.70133,2.689,2.692788224,0.510223745,0.035928475,0.006735469,0.017183867,-0.019115867,-0.3569274,-0.2579692,0.2606,2.915
GWQJRVCTFVYPBK-UHFFFAOYSA-N,-40.51822098,7097.366196,168403.8919,131.133149,1.604,2.512215383,0.547526895,0.055962097,0.00341152,0.016064907,-0.021325745,-0.376922,-0.2845998,0.2669,2.147
NYMGNSNKLVNMIA-UHFFFAOYSA-N,-38.70931795,7051.372749,160576.9543,129.741244,2.663,2.604207915,0.494195076,0.049502981,0.007429714,0.027592676,-0.021108956,-0.3733503,-0.2776474,0.277,3.762
BOMRADAXQDYILQ-UHFFFAOYSA-N,-41.26997642,8824.325527,197607.3142,144.38018,2.311,3.232668842,0.552691664,0.029419068,0.012303267,0.029919856,-0.028265521,-0.3363821,-0.2175838,0.1431,3.154
DBHOANPBPZQWPY-UHFFFAOYSA-N,-35.30729489,6656.29935,169138.1659,125.991413,5.678,3.807519424,0.447049617,0.020733968,0.005836499,0.019245684,-0.022756339,-0.3737781,-0.2338543,0.0987,6.063
OOEUNQWRQZZVGE-UHFFFAOYSA-N,-38.74612027,5462.019055,138751.4333,113.079019,0.718,3.664840926,0.346960822,0.05386585,0.001629377,0.004920764,-0.017757989,-0.3774373,-0.2427568,0.0938,0.666
MAMDZKZXIGHWCS-UHFFFAOYSA-N,-36.15930489,6907.14754,166029.6436,131.199291,2.581,2.801262571,0.57682765,0.024343536,0.003981659,0.019155424,-0.022521377,-0.3614267,-0.2584822,0.2037,2.941
SDXWHBVRHGCNJY-UHFFFAOYSA-N,-35.25568024,5969.933414,136498.4617,118.790916,2.565,3.271607019,0.475384446,0.033204261,0.004985157,0.021732805,-0.019382742,-0.3708467,-0.2506173,0.148,2.275
WQKFUUWZDLYIJQ-UHFFFAOYSA-N,-38.44959568,4527.09377,103265.9722,102.453661,5.248,3.740272063,0.382805458,0.062147193,0.005606958,0.000655157,-0.015174638,-0.3706268,-0.2331743,0.0748,5.159
GSXFUCFDRMXIKB-UHFFFAOYSA-N,-40.29022598,5964.161181,136810.344,118.529909,2.447,2.871640611,0.434665702,0.076109124,0.004468937,0.010641522,-0.018304999,-0.3739212,-0.2683904,0.1968,2.59
UQLXAKHCXYHSNU-UHFFFAOYSA-N,-40.28228263,6052.732337,148181.4897,121.840792,5.398,1.818097939,0.501372067,0.074904451,0.007091497,0.008270411,-0.020544917,-0.3916653,-0.3248514,0.5555,6.81
VHFJYYBVBBFJNT-UHFFFAOYSA-N,-40.90716281,5597.798784,129087.4879,114.265276,3.58,2.771834383,0.407426221,0.079365182,0.004810476,0.006787795,-0.018280237,-0.380013,-0.27815,0.2103,4.298
BEXRTTXWMKZWID-UHFFFAOYSA-N,-41.51904889,5535.518976,127056.4551,112.714327,3.503,3.302980158,0.446210688,0.053195183,0.001121209,-0.000995251,-0.020000471,-0.3838227,-0.2624405,0.113,3.404
KSRWGJRHJUQFTH-UHFFFAOYSA-N,-38.73430487,6956.616276,157655.3832,128.070279,1.376,3.268751938,0.495472609,0.041390729,0.010721455,0.019983772,-0.024030102,-0.3443743,-0.2242499,0.1254,1.749
LREYCLZAMNJBSI-UHFFFAOYSA-N,-33.26546671,5282.095713,128144.9884,114.51344,4.463,2.348795651,0.508898801,0.038888322,0.003055292,0.017436565,-0.019057835,-0.3780374,-0.2917208,0.3429,5.145
ARHIRVVLQAQUCO-UHFFFAOYSA-N,-32.16135979,4885.76042,113660.9254,108.670557,2.465,3.468339869,0.443723899,0.046145754,0.002838664,0.017679031,-0.016456228,-0.3752399,-0.2477808,0.1182,2.52
XWBHCJMXMDVYLP-UHFFFAOYSA-N,-39.18315576,7214.704255,176709.2763,135.14685,3.831,3.370900572,0.577662,0.041763923,0.005167534,0.017928452,-0.022136231,-0.3671405,-0.2432621,0.1472,3.97
WDRQQCOWXCWKGZ-UHFFFAOYSA-N,-37.58143579,7980.713484,181269.2951,137.218705,4.165,3.662919152,0.552517727,0.017007687,0.009302556,0.025237226,-0.025790148,-0.3519684,-0.2173586,0.0974,4.879
INGNGFMBSDVQRV-JXMROGBWSA-N,-39.1851891,5610.214493,131775.9731,115.875842,2.662,2.259070845,0.460841191,0.066416748,0.00430209,0.019730701,-0.018198405,-0.3756942,-0.2926749,0.345,2.271
NWNOPLVJKFENMY-UHFFFAOYSA-N,-33.34412069,6237.117827,146463.2489,122.310271,2.7,2.627193414,0.546364075,0.018363748,0.006392306,0.035524314,-0.01999943,-0.3789353,-0.2823877,0.2151,3.595
XXTCHBBZIBFUCN-UHFFFAOYSA-N,-32.35412373,6066.856561,146462.9863,124.12624,3.227,2.552069778,0.549186929,0.014229615,0.007059912,0.022668102,-0.020595362,-0.3529768,-0.25919,0.2957,4.159
BQAMFFZNQIMHJG-UHFFFAOYSA-N,-33.44444487,6400.633354,160152.3199,127.437465,2.415,2.197114523,0.631625827,0.016662002,0.003937408,0.035231629,-0.021225931,-0.3828138,-0.3020713,0.3658,2.971
URBPDQPTGVJARZ-UHFFFAOYSA-N,-41.4296528,6280.141999,149275.5712,121.904139,2.303,2.649284391,0.465166889,0.081791306,0.003338058,0.011906922,-0.019658133,-0.3887716,-0.2914122,0.2366,2.603
ANYFUZIGKSYQSU-UHFFFAOYSA-N,-36.18649312,6120.582399,156631.0123,121.435727,2.121,2.561012481,0.42676504,0.041560759,0.000547591,0.016406652,-0.019982467,-0.3917573,-0.2976418,0.3161,3.037
MEDSFHSPUSUMIL-UHFFFAOYSA-N,-40.9996811,9099.092429,205119.4068,146.338148,2.869,3.29226197,0.584967834,0.026636291,0.010744252,0.029052314,-0.029533443,-0.3409764,-0.219988,0.1344,3.503
WVANZOLZAPMJTO-UHFFFAOYSA-N,-32.25083938,5872.76262,133071.8032,118.591775,1.504,3.464358354,0.483306416,0.022509516,0.007600462,0.025220844,-0.019439108,-0.3562682,-0.2289554,0.1147,1.381
SVDAGPDUMJCEPH-UHFFFAOYSA-N,-36.49077665,7150.004773,194687.1167,134.638103,3.449,2.369377346,0.578623964,0.037258522,0.001804107,0.019915554,-0.020621229,-0.3772799,-0.2902068,0.3518,2.882
FFQSFIMSXWJIAT-ZCFIWIBFSA-N,-33.15131633,5253.842841,119020.0489,111.930282,1.768,3.588785471,0.448037947,0.035611172,0.005246301,0.020423404,-0.018460828,-0.3677716,-0.2358861,0.1011,1.981
XDYKWHGBZMOSDC-UHFFFAOYSA-N,-37.62360244,8408.237904,203646.1198,146.517,2.18,3.307533307,0.661256116,0.017496017,0.005802359,0.030937613,-0.026783154,-0.3643823,-0.2428327,0.1661,2.509
RHXVSZXHWDQESH-UHFFFAOYSA-N,-35.04438574,6263.969559,151819.1556,125.756414,2.04,2.194675934,0.534591586,0.036087774,0.004738693,0.029599176,-0.019795484,-0.3580033,-0.2773504,0.4214,2.281
JCJJNHQIUYSATB-UHFFFAOYSA-N,-32.14745735,4803.959864,111383.6491,106.891209,3.435,3.37473441,0.435372627,0.037295218,0.006512755,0.018863432,-0.018473827,-0.3610144,-0.2369952,0.1273,3.465
GCBOUAABYXKHIS-UHFFFAOYSA-N,-32.23774403,5923.945922,133451.2582,119.178198,1.823,3.292624888,0.486089157,0.015781577,0.007600224,0.02680803,-0.01993574,-0.361149,-0.2401473,0.1505,2.801
CWYMERWLAWNIBF-UHFFFAOYSA-N,-36.15138228,6897.97288,166243.1479,131.047512,3.843,2.544519971,0.572232071,0.032863752,0.008528077,0.019848669,-0.023614663,-0.375414,-0.2819046,0.2745,3.296
TXUITVBFNLOICH-UHFFFAOYSA-N,-42.43684122,6790.757408,158623.3385,126.701346,3.227,3.084735265,0.487993227,0.090003519,0.003175058,0.014818249,-0.019659693,-0.3748175,-0.2614555,0.1561,3.509
OBPFEJLGUCRRJB-UHFFFAOYSA-N,-43.16382425,7564.516203,172242.6921,132.932166,5.063,2.77771283,0.505860644,0.062386156,0.006952757,0.014912867,-0.022341148,-0.3751956,-0.2731165,0.1945,5.686
JCVGNLBYAPQHKG-UHFFFAOYSA-N,-36.2218633,5419.250311,124992.9918,113.731442,3.547,2.981456602,0.43560874,0.061807414,0.00233768,0.01443942,-0.017442288,-0.3802099,-0.2706434,0.1781,3.869
MPVUUZFHLQEVBE-UHFFFAOYSA-N,-40.79491416,6795.940014,161247.4228,128.547678,3.436,2.448320145,0.538770503,0.068133165,0.002954758,0.014566243,-0.02167646,-0.3619112,-0.2719371,0.3059,3.528
LXLLAYNWGJBGSJ-UHFFFAOYSA-N,-31.24694321,5395.433551,124736.2722,113.602294,3.444,3.438875875,0.461866032,0.017571267,0.008379058,0.020617365,-0.020676284,-0.3522271,-0.2258508,0.1058,3.751
UEXYAZLLFZIXHN-UHFFFAOYSA-N,-32.15405976,4896.138044,113789.1627,108.807342,4.598,3.191797044,0.427933178,0.044073904,0.008854315,0.017510574,-0.01669801,-0.3601745,-0.2428781,0.1415,4.519
BSYJVGKXSVLTMT-UHFFFAOYSA-N,-42.13343529,6972.519445,162666.2431,127.338547,1.465,2.696452246,0.493245959,0.071283385,0.002367386,0.013583037,-0.019905085,-0.3842313,-0.2851385,0.22,2.752
QSJJDPGQZUUPSZ-UHFFFAOYSA-N,-38.72985076,6960.568709,157610.2228,128.110241,2.665,3.302691175,0.49843452,0.038428112,0.010162715,0.019165854,-0.024304904,-0.3473362,-0.2259646,0.1343,3.236
GPVPKANRTZUMRQ-UHFFFAOYSA-N,-36.22386693,5405.274591,124934.7772,113.531322,5.108,3.060099613,0.433786133,0.0640216,0.003065644,0.014431376,-0.017957684,-0.3726944,-0.2602378,0.169,5.368
KJNZQKYSNAQLEO-UHFFFAOYSA-N,-34.2124505,7332.769323,179858.7427,137.373394,1.307,2.828990146,0.635968856,0.008930556,0.00507135,0.025530885,-0.02254856,-0.3628181,-0.2588546,0.2105,1.325
YNOKAQICKKMEPH-UHFFFAOYSA-N,-36.43205406,6617.42337,158918.0536,128.673604,2.753,2.747370147,0.555971525,0.033640464,0.005668812,0.01833865,-0.021808556,-0.3559241,-0.2549601,0.2314,2.582
GPDBAOOTLKONEG-UHFFFAOYSA-N,-30.45535699,4831.547361,114232.9098,108.412158,2.431,2.917501816,0.496654474,0.024373772,0.006359572,0.032630901,-0.016426241,-0.3778992,-0.270683,0.2002,2.823
KWKHZBOQWKIODP-UHFFFAOYSA-N,-41.59638165,5597.774389,126959.1906,113.518532,3.746,3.153582604,0.418569521,0.058151074,0.004941127,0.008336697,-0.018768952,-0.3796676,-0.2637755,0.1516,3.551
XFBCPLXWYFVCTB-UHFFFAOYSA-N,-40.98170302,9127.081,205331.1601,146.608215,2.341,3.082930481,0.588304662,0.02444102,0.009548383,0.032606945,-0.028878206,-0.3524772,-0.2391816,0.1842,3.418
UCBVAJOWVOGNKA-UHFFFAOYSA-N,-37.00837299,4681.221498,109921.5675,104.641319,2.131,3.520195554,0.401569174,0.067580516,0.001631959,0.009644012,-0.016812626,-0.3852843,-0.2559195,0.1045,2.211
HPFQJBOXPBNOJK-UHFFFAOYSA-N,-36.79904892,5059.262323,117595.4873,109.316497,1.708,2.811309148,0.415488959,0.078810553,-0.001003534,0.006410142,-0.016152932,-0.4010913,-0.2977776,0.2285,1.871
