Name,Etot (Eh),C6AA_DISPERSION,C8AA_DISPERSION,Molecular Polarizability,Dipole from Density,HOMO/LUMO Gap (eV),Repulsion Energy (Eh),Isotropic ES (Eh),AnisotropicES (Eh),AnisotropicXC (Eh),Dispersion Energy (Eh),HOMO Energy (Eh),LUMO Energy (Eh),NFOD,Molecular Dipole
ZLUIDXRFWSPPCC-UHFFFAOYSA-N,-35.11850942,6620.079527,163593.6203,130.425625,2.895,2.89652286,0.581389731,0.029368593,0.004552212,0.020439443,-0.020857078,-0.3690365,-0.2625912,0.1948,2.757
RXEMDUDOXFSVOJ-UHFFFAOYSA-N,-39.70753994,6419.893468,149823.2291,123.231057,0.362,3.334797774,0.440239933,0.101876705,0.00510323,0.013096403,-0.020981968,-0.3667792,-0.2442276,0.1101,0.57
UVPSZGAYEKCLOP-UHFFFAOYSA-N,-40.01623823,6069.45534,145807.4434,121.448582,2.94,2.624707837,0.473235183,0.067989158,0.006617839,0.02365168,-0.018935383,-0.3970044,-0.3005482,0.3182,2.762
IHNOGJMTHCZPOU-UHFFFAOYSA-N,-38.9493263,6419.857969,167263.9781,123.158101,4.76,3.402401367,0.43707135,0.061327587,0.00012603,0.014708455,-0.020767793,-0.3908544,-0.2658185,0.1284,5.121
MAEDNWRCZDCTDT-UHFFFAOYSA-N,-35.38401179,6242.082547,153026.2073,125.890535,4.798,3.080185865,0.557269183,0.035196822,0.002370966,0.02072831,-0.019492202,-0.382514,-0.2693192,0.2592,5.148
PLAVGOMINOBWRI-UHFFFAOYSA-N,-32.60315864,6104.263125,165788.9625,124.908956,1.462,2.927380384,0.440223341,0.037775625,0.00657489,0.016301332,-0.019570044,-0.3636976,-0.2561184,0.1802,0.698
WDLPHXMCBCZIAL-UHFFFAOYSA-N,-35.96604237,5776.018532,143408.1818,119.562071,2.822,2.788362761,0.567282439,0.039809252,0.00605853,0.016076625,-0.017359402,-0.3775023,-0.2750318,0.2051,2.633
NPYMOWZKMRCPIF-UHFFFAOYSA-N,-37.11478679,4801.508439,111480.0348,106.638246,5.447,2.866999624,0.39850594,0.080136628,0.005158822,0.009915126,-0.016107146,-0.3763342,-0.2709739,0.1968,5.449
ZTQNUTNKGQGWCM-UHFFFAOYSA-N,-32.99562071,5675.262999,137997.7471,119.655687,0.579,2.82892611,0.531918669,0.024362618,0.002554312,0.017860815,-0.01920999,-0.3717425,-0.2677814,0.2013,0.261
NCTIRVTVGMLEBW-UHFFFAOYSA-N,-40.01847447,6218.498725,143484.5214,120.711855,1.949,3.626748141,0.449817736,0.072099267,0.000529737,0.012796984,-0.020510628,-0.3735839,-0.2403033,0.1046,1.905
VNNQWNFMHRHJLK-UHFFFAOYSA-N,-36.48153703,5154.934114,118824.5378,111.081095,5.249,3.01731238,0.424751588,0.070240138,0.008859853,0.013644883,-0.017831309,-0.3644182,-0.253534,0.1714,5.154
KCYZXXZSLRXNOP-UHFFFAOYSA-N,-36.50414762,7156.203249,194927.0014,134.685418,3.219,2.320243081,0.525541253,0.034887658,0.002595614,0.019671657,-0.020690241,-0.3710013,-0.2857339,0.3922,3.351
QYSOMFUUWROROT-UHFFFAOYSA-N,-32.87671735,5513.886716,125456.4915,114.397815,2.104,3.31951874,0.459880915,0.033294349,0.004728072,0.019253408,-0.018855095,-0.366095,-0.2441049,0.1121,1.508
OGHJXPFJKXUWDP-UHFFFAOYSA-N,-34.57575605,5308.084092,124886.8257,113.055904,1.281,3.249080796,0.466504094,0.038414303,0.002765629,0.020985342,-0.01932061,-0.3753163,-0.2559148,0.144,1.477
GQRGMRVSJVMBMH-UHFFFAOYSA-N,-37.42161909,6820.103212,159487.9284,127.040459,3.141,2.843907833,0.520236924,0.037739344,0.007540056,0.031559347,-0.022815815,-0.3872752,-0.2827635,0.185,3.863
BWJDKYNJXZATRV-UHFFFAOYSA-N,-35.02639009,6312.611728,145980.8374,122.78256,3.003,2.39327628,0.505384823,0.034709223,0.004368955,0.020938748,-0.020913022,-0.3755581,-0.2876069,0.288,3.843
UXMPRYSFGIABNF-UHFFFAOYSA-N,-33.27522707,5395.990805,131698.6115,116.830913,1.977,2.833368499,0.513558425,0.038236414,0.007581008,0.016669048,-0.019969228,-0.3519867,-0.2478623,0.2036,2.13
UALNQATVAAZLBE-UHFFFAOYSA-N,-36.9288873,7881.587611,207167.4361,139.589971,3.338,3.106913444,0.504791796,0.025081129,0.005152317,0.026439574,-0.024093566,-0.3642792,-0.2501023,0.167,3.774
XWEWXHJXWXEWTN-UHFFFAOYSA-N,-35.92899431,5585.977214,128560.0516,114.412761,2.818,3.197322352,0.454153319,0.048070241,0.003257876,0.014250106,-0.020487111,-0.3706891,-0.2531896,0.1234,3.462
YFOFMIZNXREQAS-SFYZADRCSA-N,-34.90010677,5180.398301,123079.1413,110.769847,1.419,3.077786577,0.451828613,0.056954164,0.00189384,0.016005474,-0.01754436,-0.3755704,-0.2624638,0.1432,1.58
PNKHQMLSJYYKCU-UHFFFAOYSA-N,-36.93670617,6782.057525,169834.2562,126.774911,3.842,3.393495113,0.447494041,0.030334823,0.005129698,0.018227967,-0.019981518,-0.3761293,-0.2514207,0.1111,4.063
PFWACEYBFBFSRM-UHFFFAOYSA-N,-36.41431113,6630.079207,159028.026,128.82643,3.457,2.420169146,0.557672095,0.028829928,0.010088123,0.018640151,-0.022292956,-0.3449329,-0.2559933,0.3211,3.649
LKMFUVVVZFUIES-UHFFFAOYSA-N,-40.75605092,9428.889713,213218.5214,148.719978,2.265,3.519595018,0.598228385,0.019171528,0.008621004,0.02630175,-0.02844928,-0.3507651,-0.2214224,0.1059,2.54
IBSCADYIYSQTJC-UHFFFAOYSA-N,-39.20364531,7090.971015,172934.7124,132.941004,3.057,2.403891857,0.588138016,0.050370547,0.000614093,0.017892767,-0.021938892,-0.3807613,-0.2924199,0.3219,3.354
MNYLLSMVYDGHNO-UHFFFAOYSA-N,-41.28446625,6394.430417,154500.3163,124.84547,3.156,2.792418967,0.538483174,0.051658527,0.004538426,0.007891101,-0.021288883,-0.3789489,-0.2763294,0.2208,3.566
NOGNUWMSRCWLEN-UHFFFAOYSA-N,-39.10876988,6908.688869,159013.3084,127.570354,1.543,2.996880646,0.508058259,0.057892657,0.003759089,0.018124273,-0.024869564,-0.3754767,-0.2653433,0.1634,1.522
RNMYIMYXZYOOHG-UHFFFAOYSA-N,-34.89834585,5858.429065,154036.9366,118.515547,5.57,2.382529577,0.433817677,0.035166146,0.001255181,0.015441355,-0.019783858,-0.388381,-0.3008247,0.3268,6.362
FUHDBJVMRRGFTR-UHFFFAOYSA-N,-37.62997681,8406.160246,203613.1595,146.500514,1.794,2.96350298,0.660044427,0.017079554,0.007646722,0.030022114,-0.025229516,-0.3665912,-0.2576844,0.218,1.945
BBXGEZRYRMLKTJ-UHFFFAOYSA-N,-36.8320948,5714.152782,147692.9942,116.814997,2.835,2.874400221,0.401695346,0.054879916,-0.000370628,0.012513756,-0.017955687,-0.3961077,-0.2904754,0.1956,3.012
MAFCWRXNUIZGKW-UHFFFAOYSA-N,-39.99272381,6948.334038,176596.2582,128.309245,1.316,3.336773878,0.451001717,0.054612619,-0.000725621,0.016068807,-0.019703807,-0.3860884,-0.2634643,0.1302,1.94
QWIGLFXNZSUNPE-UHFFFAOYSA-N,-42.27840584,8262.856989,188689.8614,139.174577,0.575,3.346813105,0.543714188,0.055925298,0.00288778,0.021054425,-0.023922488,-0.3695664,-0.2465733,0.1201,0.724
ZBOUYCPOLCZLIS-UHFFFAOYSA-N,-40.79013929,6700.800173,157798.1367,126.453016,5.841,2.935401076,0.510174635,0.06305819,0.007504731,0.019050433,-0.020536366,-0.3802154,-0.2723414,0.2207,5.484
ZWKORIJRNJCIJA-UHFFFAOYSA-N,-39.48772135,6775.34179,165860.6728,130.082248,2.713,2.461122437,0.557212997,0.066923631,0.003620069,0.015496486,-0.022084843,-0.3703915,-0.2799469,0.3265,2.87
PNSDADFWVJVLIG-YWEYNIOJSA-N,-34.78221641,7150.908094,198574.0437,136.029614,5.346,1.398349171,0.560660467,0.026907827,0.004932747,0.035586473,-0.022057994,-0.3770894,-0.325701,0.9095,7.418
MZLRFUCMBQWLNV-FNORWQNLSA-N,-37.40859797,7053.979974,165010.6163,131.667733,7.246,2.583863517,0.546194633,0.041970741,0.005341479,0.023136212,-0.021100029,-0.361493,-0.2665378,0.3105,8.342
QTQFJXMQUVUXKI-UHFFFAOYSA-N,-31.5409411,7222.953452,192180.2055,136.12279,1.764,2.967035939,0.502976385,0.028655035,0.009216609,0.022934774,-0.023329117,-0.34818,-0.2391434,0.1692,1.709
WFAQYYDUKHLUBV-UHFFFAOYSA-N,-35.77780472,6724.05296,158782.1214,126.702551,6.9,3.16952252,0.553296233,0.023511474,0.006105475,0.035184106,-0.021344178,-0.3691131,-0.2526353,0.172,7.94
LBRBZJUBGVFGGD-UHFFFAOYSA-N,-34.36011292,6600.986252,151528.3734,125.18004,2.534,3.265417605,0.497043602,0.019936137,0.007095479,0.027100763,-0.022964706,-0.3597384,-0.2397365,0.1416,2.122
WUSBOFJJDWHGCK-UHFFFAOYSA-N,-43.38560506,7263.609977,165017.4883,130.550817,5.454,3.029324365,0.471849736,0.0647386,0.005191363,0.015345405,-0.022363392,-0.3759229,-0.2645973,0.1749,5.637
DJXNJVFEFSWHLY-UHFFFAOYSA-N,-36.04458701,5822.060624,144451.7472,121.079893,1.203,2.294556868,0.549387582,0.055476347,-0.000334769,0.015796723,-0.019635479,-0.3818422,-0.2975188,0.3417,1.445
JAWSNMBMRBJGCZ-UHFFFAOYSA-N,-42.13087586,7087.897344,165518.1811,129.415048,0.669,2.221174735,0.506108956,0.072735272,-0.000401856,0.016459206,-0.02244887,-0.3881127,-0.306486,0.3473,1.113
QVHFWTGNWOPZJH-UHFFFAOYSA-N,-39.20413244,7994.555651,187642.6086,140.334355,3.338,3.069780314,0.586850222,0.024081385,0.007255377,0.032009883,-0.023109815,-0.3573417,-0.2445293,0.1909,4.371
RYLXJEWERMSCJV-UHFFFAOYSA-N,-33.43373489,6409.438751,160233.4436,127.542448,4.307,2.536126811,0.617109137,0.015640776,0.004404195,0.035984305,-0.02179408,-0.3771315,-0.2839306,0.2602,4.323
MDHLUPGPSGUEAV-UHFFFAOYSA-N,-32.16051555,6953.417263,191980.3196,134.538102,2.841,2.171159839,0.527805425,0.009579476,0.00393299,0.023168996,-0.021899298,-0.3593628,-0.2795742,0.3984,2.49
FIGLQKXKAKSESY-UHFFFAOYSA-N,-33.91942191,5680.735894,132284.1608,117.318644,1.434,2.902065467,0.487011766,0.033403252,0.00552303,0.027308502,-0.019301136,-0.3635502,-0.2569013,0.1911,0.548
LQDSRLVJJZYKEM-UHFFFAOYSA-N,-37.65601029,8404.151311,203729.6036,146.436651,2.067,3.386775694,0.653760706,0.01947277,0.008962833,0.026148125,-0.024866196,-0.3603372,-0.2358754,0.1631,1.775
ZHOGVKFSKSGQRC-UHFFFAOYSA-N,-33.16801887,5248.629552,118966.0369,111.814673,2.506,3.307142678,0.430879266,0.035144495,0.006725772,0.017735353,-0.017333005,-0.3531269,-0.2315917,0.1145,2.132
UXAZFUABINHWGY-UHFFFAOYSA-N,-37.06979857,6218.530098,150424.6806,124.258057,0.72,2.985656899,0.526868862,0.043272487,0.00496719,0.01432356,-0.020952766,-0.3714338,-0.2617129,0.1895,1.078
SLZCOYDOFRTTHF-UHFFFAOYSA-N,-29.07833897,4800.575204,108533.0816,107.823859,1.931,3.212851397,0.433459182,0.012271367,0.006278662,0.025123302,-0.017879626,-0.3597666,-0.2416965,0.1587,2.64
RWVKDRAOUCTQLZ-UHFFFAOYSA-N,-40.81182943,9890.849234,237422.7086,157.984244,3.382,3.18433282,0.704547373,0.018724735,0.008534362,0.028557563,-0.027641968,-0.3533484,-0.2363263,0.1836,3.644
DCURSZBFFZNIBK-UHFFFAOYSA-N,-41.21658754,4912.213944,114523.1459,106.620791,6.586,2.578933299,0.410617493,0.074905899,-0.0017616,0.000611535,-0.016953558,-0.402218,-0.3074439,0.2391,6.607
GXTRLSHMRCBPBJ-UHFFFAOYSA-N,-37.28535491,6531.581257,166237.9281,125.575513,5.806,3.265538131,0.418137657,0.069488087,0.002016487,0.018939423,-0.020064894,-0.3754294,-0.2554231,0.1174,5.936
FDFCKUYJJATYBF-UHFFFAOYSA-N,-30.17303707,5077.809513,120284.9876,110.884902,4.905,2.742321566,0.506525949,0.016316363,0.005528241,0.034800001,-0.017685213,-0.3858969,-0.2851185,0.1975,5.554
JIWYJFSOPRWMOF-UHFFFAOYSA-N,-40.00100754,6957.115872,176729.5712,128.403305,3.041,3.154948403,0.450919769,0.056768469,-0.000332794,0.014073999,-0.021711526,-0.3907357,-0.2747935,0.154,3.099
FQAWTXMAIUDAGF-UHFFFAOYSA-N,-38.92214425,8061.400907,188806.3838,138.266233,2.387,2.396900809,0.614075945,0.022583093,0.007327065,0.039990696,-0.026760404,-0.3649769,-0.2768925,0.3311,2.634
PQBLNZUMJQLZAC-UHFFFAOYSA-N,-32.97565568,6353.956803,170638.2975,126.930388,0.455,2.593152168,0.518629545,0.011568221,0.001333648,0.019943868,-0.021134203,-0.3772976,-0.282001,0.2556,0.634
FNNYVLPUTIYSSV-UHFFFAOYSA-N,-38.71619323,7196.573229,176519.6009,135.203975,4.632,3.247362897,0.594637132,0.02981137,0.004829678,0.019210305,-0.022279294,-0.369746,-0.2504076,0.1749,4.643
PWPICIOUOYYYHG-UHFFFAOYSA-N,-43.15856775,7550.216477,172485.4243,132.742127,2.193,3.208006306,0.500683994,0.071149969,0.00416449,0.015324954,-0.023818051,-0.3765247,-0.2586327,0.1466,2.195
CENBTULRDDPOGR-UHFFFAOYSA-N,-39.38028127,6714.615757,163456.5043,128.582528,3.227,2.020702038,0.548540345,0.058282453,0.004091664,0.014142636,-0.022973325,-0.3933791,-0.3191197,0.4675,4.023
KPTYNJPTAYLZMF-UHFFFAOYSA-N,-35.40089141,7166.739613,160972.1507,130.534946,2.34,3.283520614,0.529943502,0.019736784,0.009020893,0.028214774,-0.025639796,-0.3612768,-0.2406097,0.1354,2.596
SDVYSLSOAMJTPL-UHFFFAOYSA-N,-38.27500861,7971.412859,193878.0459,142.313883,0.876,2.795816878,0.619145466,0.022219454,0.005072867,0.022307687,-0.023645804,-0.3631232,-0.2603788,0.2254,1.337
BFRWDRFLYBYSFX-UHFFFAOYSA-N,-35.09501968,7374.728217,198904.9547,138.018591,0.279,2.892079389,0.567624936,0.011565535,6.27E-05,0.023121802,-0.021564464,-0.3803089,-0.274027,0.2102,0.66
VMVVJVWAMUMXQQ-UHFFFAOYSA-N,-42.43604053,6803.01144,158768.5177,126.869991,3.64,2.517401109,0.48594667,0.09013596,0.009894478,0.014249469,-0.020654209,-0.3873242,-0.2948114,0.3299,2.437
JLOYAQFVPXIJKV-UHFFFAOYSA-N,-36.16538705,6876.707943,165986.877,130.786339,2.361,2.823491931,0.580709477,0.029459404,0.005942837,0.018630368,-0.023740491,-0.3617309,-0.2579695,0.2192,2.26
JJPXZQDQKRYINL-UHFFFAOYSA-N,-37.14056019,4804.408869,111646.1022,106.637344,0.857,3.030344946,0.390976001,0.081508393,0.002510939,0.008697955,-0.01672525,-0.378189,-0.2668259,0.1754,1.077
HLBRVLDFCRLHRG-MRVPVSSYSA-N,-39.68328722,5721.055508,132070.5906,114.681726,1.393,2.811832052,0.452133234,0.034505551,0.004189445,0.014097764,-0.020045432,-0.3774847,-0.2741517,0.2071,2.278
XLSKEUSDSZNPLA-UHFFFAOYSA-N,-37.0278088,6959.246155,184710.9143,131.90885,3.061,2.687650985,0.537287723,0.035963783,0.001644952,0.015737681,-0.022095074,-0.3846948,-0.2859255,0.2474,3.231
QKUIXNPZATTWNU-UHFFFAOYSA-N,-40.26910293,5991.024412,148448.0288,121.641639,1.826,2.28686147,0.528169893,0.064909083,-0.000229152,0.009798462,-0.01998305,-0.3914807,-0.3074401,0.3517,1.749
HBTLUEIEMMQJFB-UHFFFAOYSA-N,-39.85864139,7427.645479,174594.7017,133.618676,2.475,2.496588742,0.55618418,0.037430268,0.003802133,0.026134949,-0.023837691,-0.3878829,-0.2961349,0.3354,3.571
ZCTSQHXOYMTGLP-UHFFFAOYSA-N,-40.20885508,7227.436032,172086.0417,130.881459,5.491,3.263457626,0.563460471,0.05621261,0.000656604,0.020547814,-0.023495606,-0.3885861,-0.2686563,0.1903,5.65
VLKZHGOJZULFBA-UHFFFAOYSA-N,-32.12734644,4925.046955,114027.7299,109.245664,4.02,2.217123087,0.435159461,0.036161111,0.005154534,0.017738231,-0.01741855,-0.3700317,-0.2885539,0.4062,6.115
IKJSYECXEYVHGF-UHFFFAOYSA-N,-39.47237893,6810.20452,166045.8518,130.443259,4.628,2.987110694,0.566275978,0.062016953,0.005515255,0.017150339,-0.021909182,-0.3620676,-0.2522933,0.1936,4.711
UHQIMAWIOIZAJR-UHFFFAOYSA-N,-43.98334781,5767.271251,135287.3023,115.894967,0.687,2.679546904,0.407200665,0.112191557,-0.004133288,0.005798159,-0.017607927,-0.3969037,-0.2984321,0.2116,1.143
UMAAIDIASQFLTF-UHFFFAOYSA-N,-39.99976216,6959.084753,176715.4057,128.416015,3.989,2.73002576,0.443235882,0.056014219,2.46E-05,0.014618086,-0.019860224,-0.3958514,-0.2955248,0.2223,4.456
AQCRFDKOKZGTDE-UHFFFAOYSA-N,-32.98452245,5678.54602,138002.6311,119.710786,2.774,2.646185907,0.529044653,0.020917445,0.003912998,0.018236175,-0.019406114,-0.368683,-0.2714375,0.2387,3.163
NPTCNXIVWLMWQG-UHFFFAOYSA-N,-36.83569898,5069.953895,117391.3448,109.539916,3.442,2.75746067,0.420479856,0.061566062,0.002149969,0.011261836,-0.01650874,-0.3791323,-0.2777975,0.2033,3.665
QWHMZLQWSYQHCF-UHFFFAOYSA-N,-37.84425118,6110.188131,153861.7377,120.086825,2.904,3.83726469,0.391343366,0.041794897,0.003057569,0.012346468,-0.0191497,-0.3819893,-0.2409724,0.0887,2.984
HMDIDYRYZVRRBU-UHFFFAOYSA-N,-32.89594039,5511.293556,125501.8756,114.308103,3.742,3.42479631,0.45744673,0.031878895,0.007818555,0.018192275,-0.020814831,-0.3669759,-0.241117,0.0944,4.135
PGTWAVVFCNTGCS-UHFFFAOYSA-N,-39.56799344,5411.195033,129488.1108,113.699234,2.543,2.582412976,0.389939592,0.12236193,0.002199737,0.009634114,-0.017104496,-0.3842997,-0.2893978,0.2426,2.436
DWUJDNHHQKEOPR-UHFFFAOYSA-N,-40.7266989,9441.33448,213277.1125,148.860045,2.623,3.261388734,0.618594796,0.01755673,0.010028764,0.030557526,-0.028018962,-0.3565614,-0.2367076,0.1551,1.8
UVRAVNSREMMFJN-UHFFFAOYSA-N,-43.27788282,8728.047165,195608.4663,142.277665,2.393,3.452966876,0.549693304,0.052409275,0.007608642,0.017426439,-0.027397184,-0.3611071,-0.2342129,0.1047,2.421
PZWAXBMABYFYCL-UHFFFAOYSA-N,-42.86551113,7734.313552,178937.5274,134.81622,3.474,3.067552137,0.48789954,0.104217208,0.007991452,0.015408861,-0.023894857,-0.3577378,-0.2450074,0.141,3.003
FIRAPCOCRVQDEQ-UHFFFAOYSA-N,-36.82149892,5076.430679,117470.1741,109.62722,3.337,2.55487517,0.411642995,0.056354717,0.002815062,0.010224954,-0.016853145,-0.385593,-0.291703,0.2892,4.639
VOUYCEWUOZESLW-UHFFFAOYSA-N,-40.51633895,7088.724478,168409.8337,131.06545,3.234,3.22709185,0.544050136,0.057027166,0.001607185,0.016526265,-0.021485989,-0.3714971,-0.2529037,0.146,3.189
BQHIKANMZYIMTG-UHFFFAOYSA-N,-38.38244253,6103.159874,142646.6036,120.113458,3.82,3.303746754,0.457226944,0.056106117,0.003992471,0.014309793,-0.02087667,-0.3783917,-0.2569812,0.1349,3.996
GSJQJZOENXJWIP-UHFFFAOYSA-N,-37.03232779,4749.12685,109650.2932,105.087014,4.812,2.578446818,0.375746295,0.07380709,0.003379619,0.006879296,-0.016804843,-0.4086621,-0.313906,0.2797,6.15
MGSAIMFPXMOGLN-UHFFFAOYSA-N,-38.33517644,6108.843002,143086.1463,120.090145,3.782,2.62745369,0.470358857,0.063050622,0.00551704,0.015912222,-0.019170615,-0.3675861,-0.271029,0.2444,4.871
SKBHMOHCXMUCPS-UHFFFAOYSA-N,-36.14532583,6895.243023,166167.8636,131.034843,2.704,2.484944614,0.594102848,0.03224615,0.005095024,0.019912227,-0.022629486,-0.3686234,-0.2773034,0.2651,2.58
QUFUUBBLCOBJPH-UHFFFAOYSA-N,-36.04362326,5822.879756,144441.2044,121.088883,0.953,2.376589074,0.538049402,0.055024083,0.000532939,0.015959598,-0.019706078,-0.3835932,-0.2962551,0.3265,0.929
BJXLHKJBRORJJJ-UHFFFAOYSA-N,-37.63666215,8439.560862,203914.9702,146.799954,2.939,2.973200737,0.65827907,0.013878884,0.007767179,0.028303399,-0.026259273,-0.3550776,-0.2458144,0.2042,2.715
GYEWUNYAQBBSPU-UHFFFAOYSA-N,-32.43487385,6563.485749,180584.5835,129.930444,1.646,2.391511564,0.528774725,0.014746403,0.00234437,0.023236818,-0.01929096,-0.3727777,-0.2848912,0.349,1.249
WZVVISVPTUREQN-UHFFFAOYSA-N,-34.39988418,6626.425932,151645.5245,125.448922,1.004,3.123520082,0.51778127,0.017692094,0.007239527,0.026530531,-0.022604913,-0.3523794,-0.2375922,0.1632,0.973
AIFRHYZBTHREPW-UHFFFAOYSA-N,-33.49585883,6502.310305,162736.0646,129.805915,2.493,2.916931884,0.617998755,0.011292999,0.006170705,0.021683314,-0.022118796,-0.3656099,-0.2584146,0.1973,2.71
ILAPGZJFOXHKOV-UHFFFAOYSA-N,-30.81691083,4669.093256,111669.388,105.991256,4.857,3.319141033,0.451123114,0.031802806,0.001163955,0.019769224,-0.01673356,-0.3783811,-0.256405,0.1483,4.804
FEPJDBLYVHAGMW-UHFFFAOYSA-N,-37.1223416,4812.790233,111719.0611,106.76655,0.37,2.642637779,0.387037431,0.077080083,0.006338434,0.008911653,-0.017566583,-0.3708625,-0.2737473,0.2604,0.733
DNDJHEWLYGJJCY-UHFFFAOYSA-N,-34.66469523,6396.661817,145199.5294,123.557179,3.196,3.143346656,0.479246792,0.018823962,0.008324948,0.027047137,-0.022232233,-0.3463035,-0.2307876,0.1505,3.96
WKUWSNOMSAMPMW-UHFFFAOYSA-N,-40.68675889,6619.733847,156178.8993,124.659364,5.631,3.190493734,0.534738366,0.0545984,0.004577901,0.029883082,-0.020534447,-0.3855637,-0.2683152,0.1701,6.558
GVLBEMCCEBDDMC-UHFFFAOYSA-N,-36.0106042,6269.267035,167678.8751,124.240253,3.403,3.006283628,0.418594752,0.055677142,0.003028969,0.018623396,-0.018923684,-0.3757655,-0.2652866,0.2205,3.602
CBTKKULPWZVYOL-UHFFFAOYSA-N,-35.92116149,5703.048168,131594.198,116.472056,3.592,2.451055542,0.46164004,0.043871312,0.004668257,0.015802951,-0.019529166,-0.3836313,-0.2935567,0.2913,3.433
OBDWATZMYGTZDJ-UHFFFAOYSA-N,-40.187196,5898.209531,134894.6906,116.811178,7.17,2.404762583,0.426882837,0.070712861,0.008201148,0.008548259,-0.019457612,-0.40218,-0.3138066,0.3247,9.331
AQIPNZHMXANQRC-UHFFFAOYSA-N,-41.33664787,8136.87673,201420.8012,143.644289,3.225,2.448653359,0.63492354,0.056644584,0.00108201,0.020069406,-0.023609972,-0.3791469,-0.2891605,0.3034,3.434
MUMXKGQNRDECEB-UHFFFAOYSA-N,-40.26674299,5995.263978,148495.835,121.685207,2.206,2.251201858,0.549265153,0.064990916,0.000194233,0.009884993,-0.021030164,-0.3890796,-0.3063494,0.348,1.897
MEOSCGYJTDEGDI-UHFFFAOYSA-N,-34.89468623,5187.695622,123152.6473,110.867384,4.15,2.540408745,0.461511164,0.054321495,0.004394219,0.015332065,-0.017605196,-0.3776163,-0.284258,0.2423,4.993
CHJHJHNACZQLTN-UHFFFAOYSA-N,-32.26202127,5886.835698,133257.6847,118.719024,3.623,3.666108566,0.487612081,0.020767192,0.009105047,0.022422681,-0.021513679,-0.3501428,-0.2154158,0.0916,3.505
RPWXYCRIAGBAGY-UHFFFAOYSA-N,-35.9400259,5673.745722,131238.8179,116.113427,0.634,3.266525397,0.458260709,0.051381819,0.001231735,0.017294122,-0.017700857,-0.3733117,-0.2532691,0.13,0.969
ZGNCKIDXVHSMJL-UHFFFAOYSA-N,-39.21334275,7070.043583,173136.2351,132.622962,3.024,2.007363311,0.590091472,0.05644528,0.003676638,0.016287561,-0.023066311,-0.3646135,-0.2908443,0.4181,2.811
TWNASODNSLSALA-UHFFFAOYSA-N,-36.37305846,5093.136084,116979.9162,109.393596,5.393,2.185971427,0.405559395,0.06809129,0.006124823,0.014148461,-0.017008106,-0.3996467,-0.3193137,0.4356,8.209
MXWBPBJOIJAMJD-UHFFFAOYSA-N,-37.82068809,7759.12791,176948.4783,136.423642,2.507,2.996535919,0.55016371,0.034064847,0.009026279,0.028694903,-0.02501583,-0.3621757,-0.2520551,0.1979,2.335
XRPITCBWOUOJTH-UHFFFAOYSA-N,-32.26435309,5926.27764,133512.5979,119.192078,1.987,3.403513069,0.462606617,0.016286328,0.009085799,0.022547393,-0.020554894,-0.3478158,-0.222739,0.1146,2.4
AFJHHIDLQVUQEK-UHFFFAOYSA-N,-32.88317293,5503.944942,125380.5062,114.288614,3.431,3.325175349,0.472909762,0.0337793,0.005677464,0.01845294,-0.01937986,-0.3585425,-0.2363446,0.1092,3.532
HPSCYFZOYJSYGZ-UHFFFAOYSA-N,-37.23407533,7526.532719,187105.348,139.193856,3.36,2.426423486,0.62509996,0.029415385,0.001331648,0.024207653,-0.023901119,-0.3851515,-0.2959821,0.3435,3.9
CTPAFUVCRCEXHM-UHFFFAOYSA-N,-33.43464612,6409.729799,160237.6968,127.544731,3.515,2.53388455,0.624493009,0.015641544,0.003920305,0.0359548,-0.020983175,-0.3771912,-0.2840727,0.2591,3.52
JDRVVWDKMHNZTC-UHFFFAOYSA-N,-35.15430267,5061.221135,120135.633,111.057913,2.572,3.247867864,0.445024832,0.04061346,0.003314827,0.014010994,-0.017737513,-0.3687891,-0.2494321,0.1383,2.47
XCMJQQOMGWGGSI-UHFFFAOYSA-N,-36.85567425,5058.830735,117591.9356,109.24992,2.064,2.886687157,0.4178062,0.071814884,0.003149211,0.010630942,-0.017516873,-0.387307,-0.2812232,0.1775,2.588
ZLKGGEBOALGXJZ-UHFFFAOYSA-N,-32.98011517,5687.196653,138133.0926,119.814165,1.593,2.572589627,0.532510408,0.020045362,0.005593694,0.017967254,-0.019689361,-0.3612279,-0.2666869,0.2628,1.818
DQWFUFLFXCXJPU-UHFFFAOYSA-N,-33.71175358,6131.118468,153291.9174,125.026802,7.286,2.442708414,0.60824727,0.024356169,0.006905045,0.034077863,-0.020028685,-0.3739998,-0.2842319,0.3498,8.025
IRFSFYPWBSAISE-UHFFFAOYSA-N,-36.15545097,6908.796057,166035.8215,131.218604,2.269,2.623701771,0.574391794,0.023227011,0.004454037,0.019268394,-0.022260364,-0.3626282,-0.2662089,0.2517,2.52
GWKGSDOEYYOGJU-UHFFFAOYSA-N,-37.3589695,5825.25904,140308.9429,119.273393,3.88,2.607715265,0.507382832,0.061753543,0.003589673,0.013344438,-0.019568902,-0.3760287,-0.2801969,0.2638,4.604
ZIERJKUZAYDTGS-UHFFFAOYSA-N,-32.29924249,5740.260488,137633.3003,117.274875,3.834,3.340925778,0.506536773,0.016759262,0.00579281,0.036098992,-0.020301808,-0.3807543,-0.2579776,0.1172,3.657
